VWAP,Volume,EMA
1633.55,8651395.0,1633.55
1601.95,8748553.0,1628.81
1641.97,7205550.0,1630.7839999999999
1656.81,5583836.0,1634.6879
1650.73,5132294.0,1637.0942149999998
1658.26,4222413.0,1640.2690827499998
1646.47,5888668.0,1641.1992203374998
1652.8,4086058.0,1642.939337286875
1653.05,2868472.0,1644.4559366938436
1667.58,5454296.0,1647.924546189767
1666.6,5719356.0,1650.725864261302
1674.01,4031250.0,1654.2184846221066
1654.92,4478135.0,1654.3237119287908
1653.1,4043353.0,1654.140155139472
1647.5,6194648.0,1653.144131868551
1622.7,5179551.0,1648.5775120882683
1603.0,13941005.0,1641.7408852750282
1594.44,8530870.0,1634.6457524837738
1590.06,7156486.0,1627.9578896112077
1597.73,9496996.0,1623.4237061695264
1601.75,7068628.0,1620.1726502440974
1591.8,8695907.0,1615.9167527074828
1610.57,7493117.0,1615.1147398013602
1631.52,13502355.0,1617.5755288311561
1628.76,10049887.0,1619.2531995064828
1636.24,10350083.0,1621.8012195805102
1594.45,13693500.0,1617.6985366434337
1584.5,13221775.0,1612.7187561469186
1570.59,16592806.0,1606.3994427248808
1559.54,18632377.0,1599.3705263161487
1547.23,10876671.0,1591.5494473687263
1555.94,11475438.0,1586.2080302634174
1554.24,13251557.0,1581.4128257239047
1566.2,16525247.0,1579.130901865319
1573.31,7088662.0,1578.257766585521
1576.46,14182089.0,1577.988101597693
1565.66,15738874.0,1576.138886358039
1569.43,15936003.0,1575.132553404333
1574.78,19638151.0,1575.079670393683
1591.4,19881806.0,1577.5277198346305
1601.95,17355614.0,1581.1910618594359
1608.28,20012699.0,1585.2544025805205
1647.03,21682696.0,1594.5207421934424
1659.15,22318672.0,1604.2151308644259
1662.14,15906643.0,1612.903861234762
1662.57,21180771.0,1620.3537820495476
1679.14,13477752.0,1629.1717147421155
1686.7,17665043.0,1637.8009575307983
1669.13,16202574.0,1642.5003139011785
1666.9,14818613.0,1646.1602668160017
1664.28,12370584.0,1648.8782267936015
1671.1,16461358.0,1652.211492774561
1670.1,10064309.0,1654.8947688583767
1681.2,17837926.0,1658.8405535296201
1671.96,25176534.0,1660.808470500177
1666.08,13696375.0,1661.5991999251505
1673.65,23895196.0,1663.4068199363778
1678.51,13958136.0,1665.672296945921
1692.45,16110592.0,1669.688952404033
1687.29,14703635.0,1672.3291095434279
1712.72,28427319.0,1678.3877431119136
1640.31,31385208.0,1672.6760816451265
1645.52,18622262.0,1668.6026693983574
1649.29,21844469.0,1665.7057689886037
1644.49,23170275.0,1662.523403640313
1656.04,17867309.0,1661.550893094266
1662.68,11239380.0,1661.7202591301261
1676.61,9256130.0,1663.953720260607
1654.31,16361043.0,1662.507162221516
1638.82,15233434.0,1658.9540878882885
1646.05,24823471.0,1657.0184747050453
1641.5,15230166.0,1654.6907034992882
1641.7,14167016.0,1652.7420979743952
1641.32,11235037.0,1651.028783278236
1624.67,16794056.0,1647.0749657865006
1606.52,14888465.0,1640.9917209185255
1611.17,13317533.0,1636.5184627807466
1636.2,10908146.0,1636.4706933636346
1633.96,18562964.0,1636.0940893590894
1613.25,21667135.0,1632.6674759552259
1612.23,25183469.0,1629.601854561942
1607.62,8929855.0,1626.3045763776506
1610.46,9348621.0,1623.927889921003
1598.09,16091426.0,1620.0522064328527
1602.11,12474513.0,1617.3608754679246
1617.05,18697761.0,1617.3142441477357
1613.79,9106289.0,1616.7856075255754
1604.34,6704146.0,1614.918766396739
1602.57,13963054.0,1613.0664514372284
1606.76,10056984.0,1612.120483721644
1590.41,17688738.0,1608.8639111633972
1598.25,7889636.0,1607.2718244888877
1606.0,12414573.0,1607.0810508155546
1599.68,10002813.0,1605.9708931932214
1628.22,12154473.0,1609.3082592142382
1646.7,28298070.0,1614.9170203321023
1649.49,10669609.0,1620.102967282287
1637.33,8065157.0,1622.687022189944
1654.06,16915932.0,1627.3929688614523
1673.3,29781475.0,1634.2790235322343
1698.7,20349508.0,1643.9421700023993
1733.31,22052058.0,1657.3473445020393
1731.04,19397594.0,1668.4012428267333
1681.63,18582877.0,1670.3855564027233
1674.63,26078272.0,1671.0222229423148
1663.54,9963168.0,1669.8998895009674
1659.09,19199221.0,1668.2784060758222
1664.9,25335213.0,1667.7716451644487
1643.87,35479179.0,1664.1863983897815
1648.62,20956773.0,1661.851438631314
1642.71,12363607.0,1658.980222836617
1660.51,24626464.0,1659.2096894111244
